station_code,station_name,site_type,latitude,longitude,date,pm25,pm25_hours,pm10,pm10_hours,no2,no2_hours,o3,o3_hours
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-03 00:00:00+00:00,3.9565217391304346,23,8.2609,20,4.217705714285715,21,53.95331782608696,23
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-03 00:00:00+00:00,4.318181818181818,22,6.060681818181819,22,9.415545217391303,23,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-03 00:00:00+00:00,1.8789583333333333,24,3.655208333333333,24,7.796425833333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-04 00:00:00+00:00,4.166666666666667,24,8.534708333333333,24,9.408830833333333,24,54.038428333333336,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-04 00:00:00+00:00,4.708333333333333,24,9.380291666666666,24,21.310365416666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-04 00:00:00+00:00,2.930375,24,7.3812500000000005,24,8.772441666666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-04 00:00:00+00:00,2.3104583333333335,24,5.7124999999999995,24,1.772335,24,46.29261833333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-04 00:00:00+00:00,4.958333333333333,24,9.621708333333332,24,7.9689375,24,51.88612166666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-04 00:00:00+00:00,4.625,24,7.850375,24,12.4798725,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-04 00:00:00+00:00,1.608625,24,3.923958333333333,24,9.53609125,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-05 00:00:00+00:00,4.916666666666667,24,9.259375,24,14.458320833333334,24,35.383485,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-05 00:00:00+00:00,4.791666666666667,24,11.634666666666666,24,26.965725833333334,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-05 00:00:00+00:00,3.015875,24,8.018749999999999,24,11.26994125,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-05 00:00:00+00:00,2.46275,24,6.621875,24,1.6932462499999998,24,45.27744500000001,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-05 00:00:00+00:00,4.958333333333333,24,8.77625,24,8.752947083333334,24,37.18723708333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-05 00:00:00+00:00,6.666666666666667,24,10.426916666666667,24,16.791002916666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-05 00:00:00+00:00,1.8672916666666666,24,4.3218749999999995,24,10.168245416666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-06 00:00:00+00:00,5.041666666666667,24,14.77475,24,11.642278750000001,24,60.50990166666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-06 00:00:00+00:00,5.791666666666667,24,11.393083333333335,24,18.698823333333333,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-06 00:00:00+00:00,3.8433333333333333,24,9.88125,24,10.439809166666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-06 00:00:00+00:00,4.543125,24,13.647916666666667,24,2.439947083333333,24,68.03604750000001,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-06 00:00:00+00:00,3.7916666666666665,24,12.681333333333333,24,5.032263333333334,24,63.19924791666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-06 00:00:00+00:00,4.791666666666667,24,13.768333333333333,24,15.40473375,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-06 00:00:00+00:00,3.5023750000000002,24,8.213541666666666,24,12.575474583333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-07 00:00:00+00:00,5.208333333333333,24,12.158083333333332,24,10.062533333333333,24,60.14887458333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-07 00:00:00+00:00,4.791666666666667,24,11.111333333333334,24,19.27515,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-07 00:00:00+00:00,4.906666666666667,24,10.619791666666666,24,11.356699583333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-07 00:00:00+00:00,6.270708333333334,24,13.261458333333332,24,2.0312175,24,61.11138458333335,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-07 00:00:00+00:00,5.375,24,12.520333333333333,24,4.397124166666667,24,65.80543666666668,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-07 00:00:00+00:00,8.208333333333334,24,11.956625,24,12.953843749999999,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-07 00:00:00+00:00,3.4130000000000003,24,7.0,24,11.5955475,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-08 00:00:00+00:00,5.125,24,11.35275,24,10.917014166666666,24,50.54734083333332,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-08 00:00:00+00:00,4.625,24,11.1515,24,23.438775652173916,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-08 00:00:00+00:00,3.573166666666667,24,8.805208333333333,24,11.138408750000002,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-08 00:00:00+00:00,3.1623750000000004,24,7.951041666666666,24,1.4693616666666667,24,50.378258749999986,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-08 00:00:00+00:00,3.7916666666666665,24,13.44625,24,9.655134166666667,24,47.16019416666668,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-08 00:00:00+00:00,5.521739130434782,23,9.94375,24,13.980579583333332,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-08 00:00:00+00:00,2.8882083333333335,24,6.9937499999999995,24,13.5833475,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-09 00:00:00+00:00,3.875,24,12.480041666666667,24,13.139827083333332,24,47.19276291666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-09 00:00:00+00:00,5.916666666666667,24,10.064625000000001,24,21.421177916666664,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-09 00:00:00+00:00,3.7431250000000005,24,9.99375,24,9.83956875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-09 00:00:00+00:00,3.297875,24,7.947916666666667,24,1.18538375,24,57.45537291666668,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-09 00:00:00+00:00,3.4583333333333335,24,9.380208333333334,24,7.186529166666666,24,50.98043416666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-09 00:00:00+00:00,2.2083333333333335,24,11.513875,24,11.46386625,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-09 00:00:00+00:00,2.9756250000000004,24,6.8812500000000005,24,11.669843913043477,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-10 00:00:00+00:00,5.25,24,8.937375000000001,24,13.36448,24,44.73624958333334,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-10 00:00:00+00:00,5.869565217391305,23,9.62013043478261,23,22.09503260869565,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-10 00:00:00+00:00,3.5397499999999997,24,7.986458333333334,24,6.365850833333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-10 00:00:00+00:00,3.136875,24,7.436458333333333,24,1.1067608333333332,24,50.18700541666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-10 00:00:00+00:00,3.625,24,9.702333333333334,24,7.054312500000001,24,49.32428041666668,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-10 00:00:00+00:00,3.5416666666666665,24,9.219166666666666,24,10.138395000000001,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-10 00:00:00+00:00,2.6660833333333334,24,5.208333333333333,24,10.488515,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-11 00:00:00+00:00,6.333333333333333,24,13.406,24,8.5886075,24,48.25990708333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-11 00:00:00+00:00,7.291666666666667,24,12.157916666666667,24,19.252224583333334,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-11 00:00:00+00:00,4.807458333333334,24,11.027083333333332,24,6.415166521739131,23,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-11 00:00:00+00:00,4.598166666666667,24,9.566666666666666,24,0.7487079166666667,24,47.953622499999994,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-11 00:00:00+00:00,5.5,24,17.351375,24,5.194977083333334,24,51.43986250000001,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-11 00:00:00+00:00,5.0,24,13.768291666666668,24,8.918293333333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-11 00:00:00+00:00,2.6415416666666665,24,5.422916666666667,24,9.729800833333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-12 00:00:00+00:00,5.25,24,10.54775,24,8.085578333333332,24,49.568199583333325,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-12 00:00:00+00:00,5.708333333333333,24,9.098333333333333,24,22.01632875,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-12 00:00:00+00:00,3.7519166666666663,24,8.915625,24,10.150600416666666,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-12 00:00:00+00:00,4.262875,24,9.422916666666667,24,0.7872470833333334,24,51.91037583333334,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-12 00:00:00+00:00,5.083333333333333,24,15.942208333333333,24,4.79461,24,54.67663833333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-12 00:00:00+00:00,3.3333333333333335,24,11.996958333333334,24,7.269100833333333,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-12 00:00:00+00:00,2.842875,24,6.0406249999999995,24,9.087980833333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-13 00:00:00+00:00,5.875,24,12.238541666666668,24,9.931655416666667,24,53.29212166666667,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-13 00:00:00+00:00,8.0,24,11.997083333333334,24,20.073895416666666,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-13 00:00:00+00:00,4.117541666666667,24,9.733333333333333,24,7.637698333333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-13 00:00:00+00:00,4.38975,24,10.083333333333334,24,0.9278983333333334,24,55.81377125,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-13 00:00:00+00:00,4.291666666666667,24,16.10325,24,3.9168379166666667,24,58.88423958333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-13 00:00:00+00:00,4.791666666666667,24,13.929375,24,13.096816666666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-13 00:00:00+00:00,2.4410833333333333,24,5.060416666666667,24,7.454086666666666,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-14 00:00:00+00:00,5.875,24,13.965909090909092,22,12.263603333333334,24,40.8252325,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-14 00:00:00+00:00,7.375,24,13.325458333333335,24,17.34614125,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-14 00:00:00+00:00,5.536541666666667,24,12.301041666666668,24,7.674569583333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-14 00:00:00+00:00,6.104583333333333,24,12.369791666666666,24,0.9975241666666667,24,56.53929041666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-14 00:00:00+00:00,5.916666666666667,24,16.344875,24,4.123114166666666,24,48.42344458333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-14 00:00:00+00:00,5.916666666666667,24,14.533291666666665,24,10.757775833333334,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-14 00:00:00+00:00,3.109208333333333,24,6.020833333333333,24,8.9773625,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-15 00:00:00+00:00,9.5,24,22.222708333333333,24,3.5179520833333338,24,65.18870999999997,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-15 00:00:00+00:00,9.291666666666666,24,19.444791666666667,24,10.690742916666666,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-15 00:00:00+00:00,8.408041666666668,24,18.917708333333334,24,1.7773916666666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-15 00:00:00+00:00,7.848916666666667,24,14.686458333333334,24,0.4712929166666667,24,64.56158916666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-15 00:00:00+00:00,9.666666666666666,24,30.274291666666667,24,2.536063043478261,23,65.63912874999998,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-15 00:00:00+00:00,9.041666666666666,24,23.712166666666665,24,2.7078366666666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-15 00:00:00+00:00,2.7359166666666668,24,5.363541666666666,24,1.7079095833333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-16 00:00:00+00:00,6.791666666666667,24,12.922875,24,7.348210000000001,24,57.07979333333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-16 00:00:00+00:00,6.291666666666667,24,12.359333333333334,24,17.676981666666666,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-16 00:00:00+00:00,4.197166666666667,24,10.764583333333334,24,5.071413333333333,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-16 00:00:00+00:00,3.8679166666666664,24,8.578125,24,1.0073404166666666,24,57.64108375,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-16 00:00:00+00:00,6.333333333333333,24,15.781291666666666,24,4.916101666666667,24,60.32627041666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-16 00:00:00+00:00,3.1739130434782608,23,12.560541666666667,24,5.8920337499999995,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-16 00:00:00+00:00,2.719125,24,5.8656250000000005,24,3.5131795833333332,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-17 00:00:00+00:00,2.7083333333333335,24,3.908772727272727,22,8.261906250000001,24,49.31180875000001,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-17 00:00:00+00:00,2.7083333333333335,24,2.6973750000000005,24,10.144021666666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-17 00:00:00+00:00,1.4160833333333336,24,3.2458333333333336,24,6.002303333333334,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-17 00:00:00+00:00,1.4524166666666665,24,2.810416666666667,24,0.9780983333333334,24,54.837401666666665,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-17 00:00:00+00:00,2.5833333333333335,24,7.8101666666666665,24,3.585729166666667,24,57.49764333333334,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-17 00:00:00+00:00,2.8333333333333335,24,3.9452083333333334,24,3.3534854166666666,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-17 00:00:00+00:00,1.5271666666666668,24,3.228125,24,8.154383333333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-18 00:00:00+00:00,4.708333333333333,24,8.023652173913042,23,9.63479875,24,39.033259583333326,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-18 00:00:00+00:00,1.8333333333333333,24,5.676416666666667,24,12.18285260869565,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-18 00:00:00+00:00,2.82525,24,5.827083333333333,24,,14,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-18 00:00:00+00:00,2.7210416666666664,24,4.630208333333333,24,1.1560930434782608,23,46.10829375000001,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-18 00:00:00+00:00,4.739130434782608,23,14.844318181818181,22,6.934315000000001,22,41.945855217391305,23
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-18 00:00:00+00:00,5.130434782608695,23,7.771478260869565,23,3.83192375,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-18 00:00:00+00:00,2.625833333333333,24,5.41875,24,9.15591375,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-19 00:00:00+00:00,5.958333333333333,24,9.94375,24,16.47974375,24,42.8784475,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-19 00:00:00+00:00,6.5,24,10.668458333333334,24,22.006493333333335,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-19 00:00:00+00:00,5.478666666666666,24,10.748958333333334,24,,0,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-19 00:00:00+00:00,4.740583333333333,24,8.3375,24,1.4313691666666666,24,53.35532956521739,23
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-19 00:00:00+00:00,6.0,24,19.847333333333335,24,12.151745416666666,24,42.80707375,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-19 00:00:00+00:00,6.208333333333333,24,9.903541666666667,24,12.48933,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-19 00:00:00+00:00,2.2887083333333336,24,4.45625,24,9.659629583333333,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-20 00:00:00+00:00,6.5,24,11.594291666666665,24,13.340804583333332,24,50.99290874999999,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-20 00:00:00+00:00,7.625,24,9.299625,24,16.5477175,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-20 00:00:00+00:00,5.126833333333333,24,9.296875,24,,5,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-20 00:00:00+00:00,1.5497083333333332,24,3.765625,24,1.0527970833333333,24,60.39071625,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-20 00:00:00+00:00,3.7916666666666665,24,10.748916666666666,24,7.6721,24,49.48158041666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-20 00:00:00+00:00,3.9565217391304346,23,6.6425833333333335,24,8.935656666666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-20 00:00:00+00:00,1.3699166666666667,24,2.7864583333333335,24,7.64324125,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-21 00:00:00+00:00,5.583333333333333,24,8.333375,24,8.790655833333334,24,49.33744833333332,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-21 00:00:00+00:00,5.75,24,7.608833333333333,24,12.01630043478261,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-21 00:00:00+00:00,2.114875,24,5.538541666666667,24,8.051715,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-21 00:00:00+00:00,2.361458333333333,24,6.067708333333333,24,0.6841075,24,53.89290916666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-21 00:00:00+00:00,2.5,24,8.253083333333334,24,3.966085,24,42.35388291666667,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-21 00:00:00+00:00,3.8,20,6.199750000000001,24,7.098906666666667,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-21 00:00:00+00:00,2.748583333333333,24,5.714583333333334,24,7.661432083333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-22 00:00:00+00:00,5.333333333333333,24,10.024333333333333,24,17.13487625,24,37.60439541666666,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-22 00:00:00+00:00,6.708333333333333,24,8.655583333333334,24,15.997624347826086,23,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-22 00:00:00+00:00,3.2872083333333335,24,7.40625,24,14.83276875,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-22 00:00:00+00:00,2.1265416666666668,24,4.486458333333333,24,1.3692333333333335,24,53.85549041666666,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-22 00:00:00+00:00,3.125,24,5.3140833333333335,24,5.274818333333333,24,49.67907208333333,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-22 00:00:00+00:00,3.25,24,5.515416666666667,24,13.510903749999999,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-22 00:00:00+00:00,2.3093749999999997,24,4.963541666666667,24,13.885317083333334,24,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-23 00:00:00+00:00,7.125,24,11.191708333333333,24,18.036469999999998,23,39.96666458333333,24
CHP,Chepstow A48,Urban Traffic,51.638094,-2.678731,2025-09-23 00:00:00+00:00,7.833333333333333,24,11.836041666666667,24,17.882975416666667,24,,0
NPT3,Newport,Urban Background,51.601203,-2.977281,2025-09-23 00:00:00+00:00,4.464333333333333,24,10.436458333333333,24,17.881934166666667,24,,0
PEMB,Narberth,Rural Background,51.782616,-4.69237,2025-09-23 00:00:00+00:00,2.76825,24,5.270833333333333,24,2.437124583333333,24,58.31255291666667,24
PT4,Port Talbot Margam,Urban Industrial,51.58395,-3.770822,2025-09-23 00:00:00+00:00,4.833333333333333,24,10.547708333333334,24,9.369585416666666,24,49.559885,24
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,2025-09-23 00:00:00+00:00,6.916666666666667,24,10.869750000000002,24,21.733942499999998,24,,0
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,2025-09-23 00:00:00+00:00,2.335833333333333,24,5.347208333333334,24,16.434394347826085,23,,0
CARD,Cardiff Centre,Urban Background,51.48178,-3.17625,2025-09-24 00:00:00+00:00,6.478260869565218,23,12.392565217391304,23,15.681799130434783,23,43.255412916666664,24
